material,size,shape,Zeta,Synthesis_method,reductant,Syn_time,Syn_temperature,pH,precursor_C,extractant,coating,cell_type,cell_line,Exposure_C,Exposure_time,Via_test,viability
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,125,24,LIVE/DEAD,75.5
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,250,24,LIVE/DEAD,72.6
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,500,24,LIVE/DEAD,67.4
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,1000,24,LIVE/DEAD,74.1
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,60,48,LIVE/DEAD,86.7
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,125,48,LIVE/DEAD,77.9
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,250,48,LIVE/DEAD,62.1
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,500,48,LIVE/DEAD,62.3
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,1000,48,LIVE/DEAD,66.4
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,60,72,LIVE/DEAD,92.2
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,125,72,LIVE/DEAD,83.4
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,250,72,LIVE/DEAD,75.3
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,500,72,LIVE/DEAD,56.6
Au,21,sphere,45,biological,extract,150,65,4.5,100,water,phytochemicals,primary,HDF,1000,72,LIVE/DEAD,64.2
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,0.5,24,MTS,97.62
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,0.8,24,MTS,93.98
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,1.85,24,MTS,85.68
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,4.63,24,MTS,82.39
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,7.3,24,MTS,76.01
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,10,24,MTS,71
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,37.16,24,MTS,65.8
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,53.04,24,MTS,58.29
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,73.61,24,MTS,50.19
Ag,12,sphere,,chemical,polysaccharide,240,60,10,5,water,phytochemicals,primary,HaCaT,86.9,24,MTS,45.4
